time	event_type	event	left	right	bottom	top
4.100001132	stimulus	1a	0.283	0.384	0.412	0.582
12.100001132	stimulus	1b	0.616	0.718	0.412	0.582
20.100001132	stimulus	2a	0.283	0.384	0.412	0.582
28.100001132	stimulus	2b	0.616	0.718	0.412	0.582
40.100001132	stimulus	1a	0.283	0.384	0.412	0.582
48.100001132	stimulus	1b	0.616	0.718	0.412	0.582
52.100001132	stimulus	2a	0.283	0.384	0.412	0.582
57.100001132	stimulus	2b	0.616	0.718	0.412	0.582
64.100001132	stimulus	1a	0.283	0.384	0.412	0.582
76.100001132	stimulus	1b	0.616	0.718	0.412	0.582
82.100001132	stimulus	2a	0.283	0.384	0.412	0.582
88.100001132	stimulus	2b	0.616	0.718	0.412	0.582
94.100001132	stimulus	1a	0.283	0.384	0.412	0.582
106.100001132	stimulus	1b	0.616	0.718	0.412	0.582
114.100001132	stimulus	2a	0.283	0.384	0.412	0.582
125.100001132	stimulus	2b	0.616	0.718	0.412	0.582
134.100001132	stimulus	1a	0.283	0.384	0.412	0.582
141.100001132	stimulus	1b	0.616	0.718	0.412	0.582
153.100001132	stimulus	2a	0.283	0.384	0.412	0.582
157.100001132	stimulus	2b	0.616	0.718	0.412	0.582
164.100001132	stimulus	1a	0.283	0.384	0.412	0.582
170.100001132	stimulus	1b	0.616	0.718	0.412	0.582
176.100001132	stimulus	2a	0.283	0.384	0.412	0.582
181.100001132	stimulus	2b	0.616	0.718	0.412	0.582
187.100001132	stimulus	1a	0.283	0.384	0.412	0.582
193.100001132	stimulus	1b	0.616	0.718	0.412	0.582
201.100001132	stimulus	2a	0.283	0.384	0.412	0.582
207.100001132	stimulus	2b	0.616	0.718	0.412	0.582
217.100001132	stimulus	1a	0.283	0.384	0.412	0.582
227.100001132	stimulus	1b	0.616	0.718	0.412	0.582
232.100001132	stimulus	2a	0.283	0.384	0.412	0.582
239.100001132	stimulus	2b	0.616	0.718	0.412	0.582
252.100001132	stimulus	1a	0.283	0.384	0.412	0.582
260.100001132	stimulus	1b	0.616	0.718	0.412	0.582
269.100001132	stimulus	2a	0.283	0.384	0.412	0.582
279.100001132	stimulus	2b	0.616	0.718	0.412	0.582
285.100001132	stimulus	1a	0.283	0.384	0.412	0.582
293.100001132	stimulus	1b	0.616	0.718	0.412	0.582
302.100001132	stimulus	2a	0.283	0.384	0.412	0.582
304.100001132	stimulus	2b	0.616	0.718	0.412	0.582
4.100001132	virtual	S	NA	NA	NA	NA
6.199966232	response	R	NA	NA	NA	NA
7.635968332	response	R	NA	NA	NA	NA
8.735986832	response	R	NA	NA	NA	NA
9.867969832	response	R	NA	NA	NA	NA
10.867970232	response	R	NA	NA	NA	NA
11.999972632	response	R	NA	NA	NA	NA
13.136008932	response	R	NA	NA	NA	NA
14.299983532	response	R	NA	NA	NA	NA
15.535980132	response	R	NA	NA	NA	NA
16.467991132	response	R	NA	NA	NA	NA
17.367970932	response	R	NA	NA	NA	NA
18.331971532	response	R	NA	NA	NA	NA
19.499973632	response	R	NA	NA	NA	NA
20.799997732	response	R	NA	NA	NA	NA
21.767976132	response	R	NA	NA	NA	NA
23.299965132	response	R	NA	NA	NA	NA
24.231981932	response	R	NA	NA	NA	NA
25.679484532	response	R	NA	NA	NA	NA
26.968005732	response	R	NA	NA	NA	NA
27.967977432	response	R	NA	NA	NA	NA
28.867970632	response	R	NA	NA	NA	NA
30.168001332	response	R	NA	NA	NA	NA
31.467967132	response	R	NA	NA	NA	NA
32.767993632	response	R	NA	NA	NA	NA
34.099971732	response	R	NA	NA	NA	NA
35.300004232	response	R	NA	NA	NA	NA
36.267986332	response	R	NA	NA	NA	NA
37.500034232	response	R	NA	NA	NA	NA
38.667969732	response	R	NA	NA	NA	NA
40.300029832	response	R	NA	NA	NA	NA
41.068016332	response	R	NA	NA	NA	NA
42.267972932	response	R	NA	NA	NA	NA
43.531997832	response	R	NA	NA	NA	NA
44.924774932	response	R	NA	NA	NA	NA
46.245609832	response	R	NA	NA	NA	NA
47.368855932	response	R	NA	NA	NA	NA
48.393394832	response	R	NA	NA	NA	NA
49.664018732	response	R	NA	NA	NA	NA
50.732091032	response	R	NA	NA	NA	NA
52.948165132	response	R	NA	NA	NA	NA
53.133933432	response	R	NA	NA	NA	NA
54.484362032	response	R	NA	NA	NA	NA
56.007881632	response	R	NA	NA	NA	NA
57.332020132	response	R	NA	NA	NA	NA
58.199971132	response	R	NA	NA	NA	NA
59.463990332	response	R	NA	NA	NA	NA
60.864029832	response	R	NA	NA	NA	NA
62.099981732	response	R	NA	NA	NA	NA
63.199977632	response	R	NA	NA	NA	NA
65.432000632	response	R	NA	NA	NA	NA
65.500009932	response	R	NA	NA	NA	NA
66.599985732	response	R	NA	NA	NA	NA
67.800005432	response	R	NA	NA	NA	NA
68.931992732	response	R	NA	NA	NA	NA
70.200005432	response	R	NA	NA	NA	NA
71.364003232	response	R	NA	NA	NA	NA
72.699989132	response	R	NA	NA	NA	NA
73.999989032	response	R	NA	NA	NA	NA
75.263993432	response	R	NA	NA	NA	NA
76.766729632	response	R	NA	NA	NA	NA
77.831981032	response	R	NA	NA	NA	NA
79.563972932	response	R	NA	NA	NA	NA
81.032015832	response	R	NA	NA	NA	NA
82.263988332	response	R	NA	NA	NA	NA
83.332003132	response	R	NA	NA	NA	NA
84.595982032	response	R	NA	NA	NA	NA
85.563980532	response	R	NA	NA	NA	NA
86.631979932	response	R	NA	NA	NA	NA
87.796020232	response	R	NA	NA	NA	NA
88.931981132	response	R	NA	NA	NA	NA
89.963976232	response	R	NA	NA	NA	NA
91.231997532	response	R	NA	NA	NA	NA
92.231986632	response	R	NA	NA	NA	NA
93.163969232	response	R	NA	NA	NA	NA
94.231966432	response	R	NA	NA	NA	NA
95.331978232	response	R	NA	NA	NA	NA
96.395993932	response	R	NA	NA	NA	NA
97.395985132	response	R	NA	NA	NA	NA
98.631978132	response	R	NA	NA	NA	NA
99.964005332	response	R	NA	NA	NA	NA
101.232004632	response	R	NA	NA	NA	NA
102.295977232	response	R	NA	NA	NA	NA
103.363970532	response	R	NA	NA	NA	NA
104.427992432	response	R	NA	NA	NA	NA
105.495983632	response	R	NA	NA	NA	NA
106.564022232	response	R	NA	NA	NA	NA
107.495987332	response	R	NA	NA	NA	NA
108.695984732	response	R	NA	NA	NA	NA
109.927979232	response	R	NA	NA	NA	NA
111.063972732	response	R	NA	NA	NA	NA
112.195988432	response	R	NA	NA	NA	NA
113.295981632	response	R	NA	NA	NA	NA
114.227972532	response	R	NA	NA	NA	NA
115.163985132	response	R	NA	NA	NA	NA
116.427978532	response	R	NA	NA	NA	NA
117.595968432	response	R	NA	NA	NA	NA
118.395986332	response	R	NA	NA	NA	NA
119.527994132	response	R	NA	NA	NA	NA
120.295991632	response	R	NA	NA	NA	NA
121.263978332	response	R	NA	NA	NA	NA
122.095975132	response	R	NA	NA	NA	NA
123.128016232	response	R	NA	NA	NA	NA
124.028168832	response	R	NA	NA	NA	NA
124.933146632	response	R	NA	NA	NA	NA
125.726520332	response	R	NA	NA	NA	NA
126.683660232	response	R	NA	NA	NA	NA
127.560424332	response	R	NA	NA	NA	NA
128.401325332	response	R	NA	NA	NA	NA
129.602285932	response	R	NA	NA	NA	NA
