time	event_type	event	left	right	bottom	top
11.535935712	stimulus	1a	0.283	0.384	0.412	0.582
16.535935712	stimulus	1b	0.616	0.718	0.412	0.582
25.535935712	stimulus	2a	0.283	0.384	0.412	0.582
32.535935712	stimulus	2b	0.616	0.718	0.412	0.582
45.535935712	stimulus	1a	0.283	0.384	0.412	0.582
52.535935712	stimulus	1b	0.616	0.718	0.412	0.582
63.535935712	stimulus	2a	0.283	0.384	0.412	0.582
70.535935712	stimulus	2b	0.616	0.718	0.412	0.582
80.535935712	stimulus	1a	0.283	0.384	0.412	0.582
92.535935712	stimulus	1b	0.616	0.718	0.412	0.582
99.535935712	stimulus	2a	0.283	0.384	0.412	0.582
106.535935712	stimulus	2b	0.616	0.718	0.412	0.582
115.535935712	stimulus	1a	0.283	0.384	0.412	0.582
123.535935712	stimulus	1b	0.616	0.718	0.412	0.582
134.535935712	stimulus	2a	0.283	0.384	0.412	0.582
140.535935712	stimulus	2b	0.616	0.718	0.412	0.582
145.535935712	stimulus	1a	0.283	0.384	0.412	0.582
154.535935712	stimulus	1b	0.616	0.718	0.412	0.582
165.535935712	stimulus	2a	0.283	0.384	0.412	0.582
174.535935712	stimulus	2b	0.616	0.718	0.412	0.582
182.535935712	stimulus	1a	0.283	0.384	0.412	0.582
192.535935712	stimulus	1b	0.616	0.718	0.412	0.582
197.535935712	stimulus	2a	0.283	0.384	0.412	0.582
201.535935712	stimulus	2b	0.616	0.718	0.412	0.582
208.535935712	stimulus	1a	0.283	0.384	0.412	0.582
218.535935712	stimulus	1b	0.616	0.718	0.412	0.582
228.535935712	stimulus	2a	0.283	0.384	0.412	0.582
237.535935712	stimulus	2b	0.616	0.718	0.412	0.582
247.535935712	stimulus	1a	0.283	0.384	0.412	0.582
251.535935712	stimulus	1b	0.616	0.718	0.412	0.582
258.535935712	stimulus	2a	0.283	0.384	0.412	0.582
265.535935712	stimulus	2b	0.616	0.718	0.412	0.582
273.535935712	stimulus	1a	0.283	0.384	0.412	0.582
284.535935712	stimulus	1b	0.616	0.718	0.412	0.582
290.535935712	stimulus	2a	0.283	0.384	0.412	0.582
298.535935712	stimulus	2b	0.616	0.718	0.412	0.582
307.535935712	stimulus	1a	0.283	0.384	0.412	0.582
311.535935712	stimulus	1b	0.616	0.718	0.412	0.582
11.535935712	virtual	S	NA	NA	NA	NA
17.535949872	response	R	NA	NA	NA	NA
26.499922882	response	R	NA	NA	NA	NA
27.167962262	response	R	NA	NA	NA	NA
27.431924662	response	R	NA	NA	NA	NA
33.868010042	response	R	NA	NA	NA	NA
46.368012282	response	R	NA	NA	NA	NA
46.600016462	response	R	NA	NA	NA	NA
46.967986692	response	R	NA	NA	NA	NA
47.167978662	response	R	NA	NA	NA	NA
47.367997022	response	R	NA	NA	NA	NA
47.567987202	response	R	NA	NA	NA	NA
47.731974862	response	R	NA	NA	NA	NA
47.899981262	response	R	NA	NA	NA	NA
48.067956082	response	R	NA	NA	NA	NA
48.232015172	response	R	NA	NA	NA	NA
48.400012392	response	R	NA	NA	NA	NA
48.567996432	response	R	NA	NA	NA	NA
48.731999412	response	R	NA	NA	NA	NA
48.899984702	response	R	NA	NA	NA	NA
49.067969772	response	R	NA	NA	NA	NA
49.267959792	response	R	NA	NA	NA	NA
49.432000522	response	R	NA	NA	NA	NA
49.599938412	response	R	NA	NA	NA	NA
49.800008562	response	R	NA	NA	NA	NA
49.968009942	response	R	NA	NA	NA	NA
50.167950962	response	R	NA	NA	NA	NA
50.499970012	response	R	NA	NA	NA	NA
50.699935772	response	R	NA	NA	NA	NA
50.868002412	response	R	NA	NA	NA	NA
51.067954982	response	R	NA	NA	NA	NA
51.231992922	response	R	NA	NA	NA	NA
51.331948302	response	R	NA	NA	NA	NA
51.432003152	response	R	NA	NA	NA	NA
51.600017862	response	R	NA	NA	NA	NA
51.799982612	response	R	NA	NA	NA	NA
52.000030652	response	R	NA	NA	NA	NA
52.199963222	response	R	NA	NA	NA	NA
52.399984042	response	R	NA	NA	NA	NA
52.568021702	response	R	NA	NA	NA	NA
52.767999792	response	R	NA	NA	NA	NA
52.932015792	response	R	NA	NA	NA	NA
53.131983952	response	R	NA	NA	NA	NA
53.331973322	response	R	NA	NA	NA	NA
53.531969272	response	R	NA	NA	NA	NA
53.700007702	response	R	NA	NA	NA	NA
