time	event_type	event	left	right	bottom	top
2.800049270	stimulus	1a	0.283	0.384	0.412	0.582
10.800049270	stimulus	1b	0.616	0.718	0.412	0.582
21.800049270	stimulus	2a	0.283	0.384	0.412	0.582
28.800049270	stimulus	2b	0.616	0.718	0.412	0.582
37.800049270	stimulus	1a	0.283	0.384	0.412	0.582
45.800049270	stimulus	1b	0.616	0.718	0.412	0.582
54.800049270	stimulus	2a	0.283	0.384	0.412	0.582
59.800049270	stimulus	2b	0.616	0.718	0.412	0.582
68.800049270	stimulus	1a	0.283	0.384	0.412	0.582
76.800049270	stimulus	1b	0.616	0.718	0.412	0.582
84.800049270	stimulus	2a	0.283	0.384	0.412	0.582
92.800049270	stimulus	2b	0.616	0.718	0.412	0.582
98.800049270	stimulus	1a	0.283	0.384	0.412	0.582
107.800049270	stimulus	1b	0.616	0.718	0.412	0.582
113.800049270	stimulus	2a	0.283	0.384	0.412	0.582
122.800049270	stimulus	2b	0.616	0.718	0.412	0.582
130.800049270	stimulus	1a	0.283	0.384	0.412	0.582
140.800049270	stimulus	1b	0.616	0.718	0.412	0.582
150.800049270	stimulus	2a	0.283	0.384	0.412	0.582
163.800049270	stimulus	2b	0.616	0.718	0.412	0.582
170.800049270	stimulus	1a	0.283	0.384	0.412	0.582
179.800049270	stimulus	1b	0.616	0.718	0.412	0.582
186.800049270	stimulus	2a	0.283	0.384	0.412	0.582
193.800049270	stimulus	2b	0.616	0.718	0.412	0.582
197.800049270	stimulus	1a	0.283	0.384	0.412	0.582
206.800049270	stimulus	1b	0.616	0.718	0.412	0.582
213.800049270	stimulus	2a	0.283	0.384	0.412	0.582
221.800049270	stimulus	2b	0.616	0.718	0.412	0.582
230.800049270	stimulus	1a	0.283	0.384	0.412	0.582
238.800049270	stimulus	1b	0.616	0.718	0.412	0.582
249.800049270	stimulus	2a	0.283	0.384	0.412	0.582
260.800049270	stimulus	2b	0.616	0.718	0.412	0.582
268.800049270	stimulus	1a	0.283	0.384	0.412	0.582
275.800049270	stimulus	1b	0.616	0.718	0.412	0.582
281.800049270	stimulus	2a	0.283	0.384	0.412	0.582
289.800049270	stimulus	2b	0.616	0.718	0.412	0.582
294.800049270	stimulus	1a	0.283	0.384	0.412	0.582
302.800049270	stimulus	1b	0.616	0.718	0.412	0.582
2.800049270	virtual	S	NA	NA	NA	NA
3.900046570	response	R	NA	NA	NA	NA
4.468033670	response	R	NA	NA	NA	NA
5.068040270	response	R	NA	NA	NA	NA
5.732000570	response	R	NA	NA	NA	NA
6.368024370	response	R	NA	NA	NA	NA
6.900063170	response	R	NA	NA	NA	NA
7.432044770	response	R	NA	NA	NA	NA
7.668046570	response	R	NA	NA	NA	NA
7.900052170	response	R	NA	NA	NA	NA
8.268048670	response	R	NA	NA	NA	NA
