time	event_type	event	left	right	bottom	top
3.731974354	stimulus	1a	0.283	0.384	0.412	0.582
9.731974354	stimulus	1b	0.616	0.718	0.412	0.582
18.731974354	stimulus	2a	0.283	0.384	0.412	0.582
26.731974354	stimulus	2b	0.616	0.718	0.412	0.582
37.731974354	stimulus	1a	0.283	0.384	0.412	0.582
49.731974354	stimulus	1b	0.616	0.718	0.412	0.582
56.731974354	stimulus	2a	0.283	0.384	0.412	0.582
64.731974354	stimulus	2b	0.616	0.718	0.412	0.582
69.731974354	stimulus	1a	0.283	0.384	0.412	0.582
78.731974354	stimulus	1b	0.616	0.718	0.412	0.582
85.731974354	stimulus	2a	0.283	0.384	0.412	0.582
92.731974354	stimulus	2b	0.616	0.718	0.412	0.582
100.731974354	stimulus	1a	0.283	0.384	0.412	0.582
107.731974354	stimulus	1b	0.616	0.718	0.412	0.582
114.731974354	stimulus	2a	0.283	0.384	0.412	0.582
122.731974354	stimulus	2b	0.616	0.718	0.412	0.582
126.731974354	stimulus	1a	0.283	0.384	0.412	0.582
138.731974354	stimulus	1b	0.616	0.718	0.412	0.582
146.731974354	stimulus	2a	0.283	0.384	0.412	0.582
153.731974354	stimulus	2b	0.616	0.718	0.412	0.582
157.731974354	stimulus	1a	0.283	0.384	0.412	0.582
166.731974354	stimulus	1b	0.616	0.718	0.412	0.582
171.731974354	stimulus	2a	0.283	0.384	0.412	0.582
178.731974354	stimulus	2b	0.616	0.718	0.412	0.582
187.731974354	stimulus	1a	0.283	0.384	0.412	0.582
193.731974354	stimulus	1b	0.616	0.718	0.412	0.582
204.731974354	stimulus	2a	0.283	0.384	0.412	0.582
210.731974354	stimulus	2b	0.616	0.718	0.412	0.582
220.731974354	stimulus	1a	0.283	0.384	0.412	0.582
229.731974354	stimulus	1b	0.616	0.718	0.412	0.582
236.731974354	stimulus	2a	0.283	0.384	0.412	0.582
243.731974354	stimulus	2b	0.616	0.718	0.412	0.582
249.731974354	stimulus	1a	0.283	0.384	0.412	0.582
260.731974354	stimulus	1b	0.616	0.718	0.412	0.582
269.731974354	stimulus	2a	0.283	0.384	0.412	0.582
275.731974354	stimulus	2b	0.616	0.718	0.412	0.582
286.731974354	stimulus	1a	0.283	0.384	0.412	0.582
292.731974354	stimulus	1b	0.616	0.718	0.412	0.582
299.731974354	stimulus	2a	0.283	0.384	0.412	0.582
303.731974354	stimulus	2b	0.616	0.718	0.412	0.582
3.731974354	virtual	S	NA	NA	NA	NA
5.399975054	response	R	NA	NA	NA	NA
6.463980354	response	R	NA	NA	NA	NA
7.464002854	response	R	NA	NA	NA	NA
8.531983854	response	R	NA	NA	NA	NA
9.495974954	response	R	NA	NA	NA	NA
10.495995554	response	R	NA	NA	NA	NA
11.387674254	response	R	NA	NA	NA	NA
12.326066954	response	R	NA	NA	NA	NA
13.368131354	response	R	NA	NA	NA	NA
14.527776754	response	R	NA	NA	NA	NA
15.563987554	response	R	NA	NA	NA	NA
16.632084654	response	R	NA	NA	NA	NA
17.541719954	response	R	NA	NA	NA	NA
18.611422854	response	R	NA	NA	NA	NA
19.725106854	response	R	NA	NA	NA	NA
20.763019954	response	R	NA	NA	NA	NA
22.136388654	response	R	NA	NA	NA	NA
22.982388954	response	R	NA	NA	NA	NA
24.053045454	response	R	NA	NA	NA	NA
25.182387354	response	R	NA	NA	NA	NA
26.192961854	response	R	NA	NA	NA	NA
27.308090054	response	R	NA	NA	NA	NA
28.465656454	response	R	NA	NA	NA	NA
29.489910954	response	R	NA	NA	NA	NA
30.624876454	response	R	NA	NA	NA	NA
31.630878754	response	R	NA	NA	NA	NA
32.810406054	response	R	NA	NA	NA	NA
33.964803154	response	R	NA	NA	NA	NA
35.051949254	response	R	NA	NA	NA	NA
36.174396554	response	R	NA	NA	NA	NA
37.356759254	response	R	NA	NA	NA	NA
38.448301354	response	R	NA	NA	NA	NA
39.456218754	response	R	NA	NA	NA	NA
40.596012454	response	R	NA	NA	NA	NA
41.696004154	response	R	NA	NA	NA	NA
42.796008054	response	R	NA	NA	NA	NA
44.828013754	response	R	NA	NA	NA	NA
44.863983654	response	R	NA	NA	NA	NA
45.963987854	response	R	NA	NA	NA	NA
47.028010654	response	R	NA	NA	NA	NA
48.196002454	response	R	NA	NA	NA	NA
49.263978454	response	R	NA	NA	NA	NA
50.364006754	response	R	NA	NA	NA	NA
51.428022654	response	R	NA	NA	NA	NA
52.427989054	response	R	NA	NA	NA	NA
53.364001654	response	R	NA	NA	NA	NA
54.395990754	response	R	NA	NA	NA	NA
55.463993054	response	R	NA	NA	NA	NA
56.628000254	response	R	NA	NA	NA	NA
57.727986854	response	R	NA	NA	NA	NA
58.763988454	response	R	NA	NA	NA	NA
59.895988254	response	R	NA	NA	NA	NA
60.895999854	response	R	NA	NA	NA	NA
61.896005554	response	R	NA	NA	NA	NA
62.963989654	response	R	NA	NA	NA	NA
64.059991354	response	R	NA	NA	NA	NA
65.059995854	response	R	NA	NA	NA	NA
66.196025754	response	R	NA	NA	NA	NA
67.359983854	response	R	NA	NA	NA	NA
69.396011954	response	R	NA	NA	NA	NA
69.695992054	response	R	NA	NA	NA	NA
70.560039854	response	R	NA	NA	NA	NA
71.560014754	response	R	NA	NA	NA	NA
72.695991954	response	R	NA	NA	NA	NA
73.595997354	response	R	NA	NA	NA	NA
74.659990554	response	R	NA	NA	NA	NA
75.727990254	response	R	NA	NA	NA	NA
76.827997854	response	R	NA	NA	NA	NA
77.860004754	response	R	NA	NA	NA	NA
78.996018454	response	R	NA	NA	NA	NA
80.259984954	response	R	NA	NA	NA	NA
81.360000154	response	R	NA	NA	NA	NA
82.559998454	response	R	NA	NA	NA	NA
83.495996654	response	R	NA	NA	NA	NA
84.459999154	response	R	NA	NA	NA	NA
85.727992654	response	R	NA	NA	NA	NA
86.796009354	response	R	NA	NA	NA	NA
87.760001054	response	R	NA	NA	NA	NA
88.759992454	response	R	NA	NA	NA	NA
89.827993454	response	R	NA	NA	NA	NA
90.959991254	response	R	NA	NA	NA	NA
91.960006754	response	R	NA	NA	NA	NA
93.059974854	response	R	NA	NA	NA	NA
93.860009854	response	R	NA	NA	NA	NA
94.859971854	response	R	NA	NA	NA	NA
95.992006554	response	R	NA	NA	NA	NA
96.959996754	response	R	NA	NA	NA	NA
97.760015454	response	R	NA	NA	NA	NA
98.659988154	response	R	NA	NA	NA	NA
99.728010754	response	R	NA	NA	NA	NA
101.291989254	response	R	NA	NA	NA	NA
101.760014154	response	R	NA	NA	NA	NA
102.792019354	response	R	NA	NA	NA	NA
103.828003354	response	R	NA	NA	NA	NA
105.059994154	response	R	NA	NA	NA	NA
106.092003054	response	R	NA	NA	NA	NA
107.291984054	response	R	NA	NA	NA	NA
108.259991154	response	R	NA	NA	NA	NA
109.327980354	response	R	NA	NA	NA	NA
110.391989054	response	R	NA	NA	NA	NA
111.427997154	response	R	NA	NA	NA	NA
112.327980554	response	R	NA	NA	NA	NA
113.492021954	response	R	NA	NA	NA	NA
114.559999954	response	R	NA	NA	NA	NA
115.660009854	response	R	NA	NA	NA	NA
116.527990254	response	R	NA	NA	NA	NA
117.392011054	response	R	NA	NA	NA	NA
118.491998754	response	R	NA	NA	NA	NA
119.492009254	response	R	NA	NA	NA	NA
120.428028654	response	R	NA	NA	NA	NA
121.459989654	response	R	NA	NA	NA	NA
122.491983554	response	R	NA	NA	NA	NA
123.523978854	response	R	NA	NA	NA	NA
124.491993354	response	R	NA	NA	NA	NA
125.469527354	response	R	NA	NA	NA	NA
126.592002954	response	R	NA	NA	NA	NA
127.691998954	response	R	NA	NA	NA	NA
128.823986054	response	R	NA	NA	NA	NA
130.059997454	response	R	NA	NA	NA	NA
131.091986554	response	R	NA	NA	NA	NA
132.059994654	response	R	NA	NA	NA	NA
132.959986154	response	R	NA	NA	NA	NA
134.059997554	response	R	NA	NA	NA	NA
135.092020054	response	R	NA	NA	NA	NA
136.059978354	response	R	NA	NA	NA	NA
137.024011554	response	R	NA	NA	NA	NA
138.091999454	response	R	NA	NA	NA	NA
139.192039154	response	R	NA	NA	NA	NA
140.191992954	response	R	NA	NA	NA	NA
142.192022354	response	R	NA	NA	NA	NA
142.260012454	response	R	NA	NA	NA	NA
143.323999054	response	R	NA	NA	NA	NA
144.324023354	response	R	NA	NA	NA	NA
145.360046454	response	R	NA	NA	NA	NA
146.324013454	response	R	NA	NA	NA	NA
147.323999354	response	R	NA	NA	NA	NA
148.259993254	response	R	NA	NA	NA	NA
149.291995754	response	R	NA	NA	NA	NA
150.259996454	response	R	NA	NA	NA	NA
151.291998454	response	R	NA	NA	NA	NA
152.291998254	response	R	NA	NA	NA	NA
153.291985154	response	R	NA	NA	NA	NA
154.523997154	response	R	NA	NA	NA	NA
155.724009954	response	R	NA	NA	NA	NA
156.891997954	response	R	NA	NA	NA	NA
158.056005954	response	R	NA	NA	NA	NA
159.124069054	response	R	NA	NA	NA	NA
160.223977554	response	R	NA	NA	NA	NA
161.291995954	response	R	NA	NA	NA	NA
162.591988854	response	R	NA	NA	NA	NA
163.591999854	response	R	NA	NA	NA	NA
164.692008954	response	R	NA	NA	NA	NA
165.756002454	response	R	NA	NA	NA	NA
166.823998954	response	R	NA	NA	NA	NA
167.856025854	response	R	NA	NA	NA	NA
168.892034954	response	R	NA	NA	NA	NA
169.823998854	response	R	NA	NA	NA	NA
171.091983654	response	R	NA	NA	NA	NA
172.092006354	response	R	NA	NA	NA	NA
173.092003354	response	R	NA	NA	NA	NA
174.056014254	response	R	NA	NA	NA	NA
175.124020254	response	R	NA	NA	NA	NA
176.292013954	response	R	NA	NA	NA	NA
177.223984254	response	R	NA	NA	NA	NA
178.291991654	response	R	NA	NA	NA	NA
179.492000354	response	R	NA	NA	NA	NA
180.556002554	response	R	NA	NA	NA	NA
181.588023154	response	R	NA	NA	NA	NA
182.687995554	response	R	NA	NA	NA	NA
183.887991354	response	R	NA	NA	NA	NA
184.923980254	response	R	NA	NA	NA	NA
186.023999654	response	R	NA	NA	NA	NA
187.187998454	response	R	NA	NA	NA	NA
188.623994454	response	R	NA	NA	NA	NA
189.624035454	response	R	NA	NA	NA	NA
190.683674554	response	R	NA	NA	NA	NA
191.702120154	response	R	NA	NA	NA	NA
192.828615154	response	R	NA	NA	NA	NA
194.065292854	response	R	NA	NA	NA	NA
194.898421154	response	R	NA	NA	NA	NA
195.768057954	response	R	NA	NA	NA	NA
196.848733054	response	R	NA	NA	NA	NA
197.867794854	response	R	NA	NA	NA	NA
198.882708854	response	R	NA	NA	NA	NA
199.919452154	response	R	NA	NA	NA	NA
200.983803854	response	R	NA	NA	NA	NA
201.817389954	response	R	NA	NA	NA	NA
202.934519454	response	R	NA	NA	NA	NA
203.988004454	response	R	NA	NA	NA	NA
205.023985154	response	R	NA	NA	NA	NA
205.987988954	response	R	NA	NA	NA	NA
206.855989254	response	R	NA	NA	NA	NA
207.888005854	response	R	NA	NA	NA	NA
208.888024654	response	R	NA	NA	NA	NA
209.820002054	response	R	NA	NA	NA	NA
210.787994654	response	R	NA	NA	NA	NA
211.720002054	response	R	NA	NA	NA	NA
212.756006854	response	R	NA	NA	NA	NA
213.687987154	response	R	NA	NA	NA	NA
214.788029654	response	R	NA	NA	NA	NA
215.887994254	response	R	NA	NA	NA	NA
216.988002654	response	R	NA	NA	NA	NA
217.987998654	response	R	NA	NA	NA	NA
219.087986454	response	R	NA	NA	NA	NA
220.119993154	response	R	NA	NA	NA	NA
221.155992754	response	R	NA	NA	NA	NA
222.187998154	response	R	NA	NA	NA	NA
223.356006354	response	R	NA	NA	NA	NA
224.387999054	response	R	NA	NA	NA	NA
225.419996954	response	R	NA	NA	NA	NA
226.455980254	response	R	NA	NA	NA	NA
227.456001054	response	R	NA	NA	NA	NA
228.555997254	response	R	NA	NA	NA	NA
229.587980154	response	R	NA	NA	NA	NA
230.755982254	response	R	NA	NA	NA	NA
231.819989554	response	R	NA	NA	NA	NA
232.719984254	response	R	NA	NA	NA	NA
233.687984354	response	R	NA	NA	NA	NA
234.656104554	response	R	NA	NA	NA	NA
235.803089354	response	R	NA	NA	NA	NA
236.791976354	response	R	NA	NA	NA	NA
237.909942554	response	R	NA	NA	NA	NA
238.956681654	response	R	NA	NA	NA	NA
239.960162354	response	R	NA	NA	NA	NA
240.868710554	response	R	NA	NA	NA	NA
241.762876954	response	R	NA	NA	NA	NA
242.745707054	response	R	NA	NA	NA	NA
243.686862854	response	R	NA	NA	NA	NA
244.749296754	response	R	NA	NA	NA	NA
245.706397354	response	R	NA	NA	NA	NA
246.695551354	response	R	NA	NA	NA	NA
247.677726354	response	R	NA	NA	NA	NA
248.494373654	response	R	NA	NA	NA	NA
249.423549754	response	R	NA	NA	NA	NA
250.459364654	response	R	NA	NA	NA	NA
251.370159154	response	R	NA	NA	NA	NA
252.499912554	response	R	NA	NA	NA	NA
253.616698454	response	R	NA	NA	NA	NA
254.601994154	response	R	NA	NA	NA	NA
255.600986354	response	R	NA	NA	NA	NA
256.564150154	response	R	NA	NA	NA	NA
257.520054154	response	R	NA	NA	NA	NA
258.551996654	response	R	NA	NA	NA	NA
259.552010154	response	R	NA	NA	NA	NA
260.388020454	response	R	NA	NA	NA	NA
261.520003554	response	R	NA	NA	NA	NA
262.419993954	response	R	NA	NA	NA	NA
263.420015754	response	R	NA	NA	NA	NA
264.588017054	response	R	NA	NA	NA	NA
265.887997954	response	R	NA	NA	NA	NA
267.088055754	response	R	NA	NA	NA	NA
268.184018554	response	R	NA	NA	NA	NA
269.251987354	response	R	NA	NA	NA	NA
270.284034254	response	R	NA	NA	NA	NA
271.352006854	response	R	NA	NA	NA	NA
272.319994554	response	R	NA	NA	NA	NA
273.384003854	response	R	NA	NA	NA	NA
274.584010854	response	R	NA	NA	NA	NA
275.684040454	response	R	NA	NA	NA	NA
276.619999154	response	R	NA	NA	NA	NA
277.651989554	response	R	NA	NA	NA	NA
278.552007154	response	R	NA	NA	NA	NA
279.514370354	response	R	NA	NA	NA	NA
280.546039354	response	R	NA	NA	NA	NA
281.540736054	response	R	NA	NA	NA	NA
282.572508754	response	R	NA	NA	NA	NA
283.547304054	response	R	NA	NA	NA	NA
284.645380754	response	R	NA	NA	NA	NA
285.504940054	response	R	NA	NA	NA	NA
286.529149354	response	R	NA	NA	NA	NA
287.456729254	response	R	NA	NA	NA	NA
288.495052854	response	R	NA	NA	NA	NA
289.657186254	response	R	NA	NA	NA	NA
290.649705354	response	R	NA	NA	NA	NA
291.705407454	response	R	NA	NA	NA	NA
292.625053554	response	R	NA	NA	NA	NA
293.747771354	response	R	NA	NA	NA	NA
294.825557854	response	R	NA	NA	NA	NA
296.239307754	response	R	NA	NA	NA	NA
297.243259554	response	R	NA	NA	NA	NA
298.485402054	response	R	NA	NA	NA	NA
299.264003254	response	R	NA	NA	NA	NA
300.240531754	response	R	NA	NA	NA	NA
301.320097254	response	R	NA	NA	NA	NA
302.449079854	response	R	NA	NA	NA	NA
303.714782954	response	R	NA	NA	NA	NA
303.714782954	virtual	E	NA	NA	NA	NA
